title;summary;url
Ваилуа (водопад);"Ваилуа — водопад, расположенный на реке Ваилуа на острове Кауаи, входящем в Гавайский архипелаг.
Имеет две основные струи и высоту 24 метра.
К месту падения водопада существует спуск, который, однако, является скользким, грязным и опасным для жизни. Некоторые туристы натягивают вдоль пути верёвки, но местные чиновники с каждым разом их обрезают. В древние времена, гавайцы прыгали с вершины водопада, чтобы доказать своё мужество. Невдалеке существует ещё один водопад под названием Опаекаа.
Водопад Ваилуа показан во вступительных титрах американского телесериала «Остров фантазий».";https://ru.wikipedia.org/wiki/%D0%92%D0%B0%D0%B8%D0%BB%D1%83%D0%B0_(%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4)
Валасте;"Ва́ласте (эст. Valaste juga) — самый высокий водопад в Эстонии (высота — 30,5 метров) и странах Прибалтики. В 1996 году комиссией Академии Наук объявлен природным наследием и национальным символом Эстонии.
Расположен в уезде Ида-Вирумаа недалеко от города Кохтла-Ярве. Водопад был создан искусственной протокой, организованной для отвода излишков воды с полей. Вода падает с глинта, состоящего из песчаника и древних силурийских известняков. В холодные зимы водопад замерзает.
Валасте является одним из наиболее популярных и посещаемых туристами водопадов Эстонии. Для них построена смотровая платформа и оборудован спуск до пляжа";https://ru.wikipedia.org/wiki/%D0%92%D0%B0%D0%BB%D0%B0%D1%81%D1%82%D0%B5
Васькин ключ;Васькин ключ — родник на левом берегу реки Сухоны, образующий каскадный водопад. Расположен в 7 км выше по течению от посёлка Полдарса Великоустюгского района Вологодской области, напротив устья ручья Чернушка.;https://ru.wikipedia.org/wiki/%D0%92%D0%B0%D1%81%D1%8C%D0%BA%D0%B8%D0%BD_%D0%BA%D0%BB%D1%8E%D1%87
Вашиндаройский водопад;"Вашиндаройский водопад — гидрологический памятник природы, расположенный в Шатойском районе Чечни. Находится в 300 метрах к юго-западу от окраины села Вашендарой в долине реки Варанды (приток реки Аргун). Высота водопада — 10,5 метров, ширина — 2-3 метра.
Имеет статус особо охраняемой природной территории республиканского значения.";https://ru.wikipedia.org/wiki/%D0%92%D0%B0%D1%88%D0%B8%D0%BD%D0%B4%D0%B0%D1%80%D0%BE%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4
Великан (водопад);"Великан (Гигант; абх. Адау) — водопад в Абхазии высотой около 100 метров. Расположен в 12 километрах города Ткуарчал, в окрестностях посёлка Акармара на реке Худзга (приток Галидзги).
Рядом с водопадом обитают сине-голубые беспанцирные брюхоногие моллюски семейства наземных лёгочных улиток.";https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%B0%D0%BD_(%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4)
Великие водопады Потомака;"Великие водопады Пото́мака (англ. Great Falls of the Potomac River) — ряд водопадов и порогов на реке Потомак в США, штат Мэриленд. Находятся в 22 км вверх по течению от Вашингтона. Образовались 35 000 лет назад. Считаются главной природной достопримечательностью в окрестностях столицы страны.Воды Потомака низвергаются с ряда 6-метровых водопадов; ниже самих водопадов начинается узкое ущелье Мэтера (Mather Gorge) с порогами I—IV категории сложности, популярное место для любителей каякинга. В конечном счёте, в течение менее одной мили (1,6 км), уровень реки опускается на 23 м.
В районе водопадов, по обеим сторонам реки расположены парки: Great Falls Park в Виргинии и Chesapeake & Ohio Canal National Historical Park в Мэриленде.

";https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%B8%D0%B5_%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4%D1%8B_%D0%9F%D0%BE%D1%82%D0%BE%D0%BC%D0%B0%D0%BA%D0%B0
Вентас-Румба;Ве́нтас-Ру́мба (Вентские пороги, латыш. Ventas rumba) — самый широкий водопад Европы, расположенный в городе Кулдига (Латвия). Ширина водопада зависит от количества воды и в среднем составляет 100—110 метров, однако в половодье может достигать 279 метров. Высота варьируется от 1,6 до 2,2 метров. Пороги водопада образуют замысловатую зигзагообразную линию. Водопад на реке Вента является памятником природы и включён в Природный заказник вентской долины.;https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BD%D1%82%D0%B0%D1%81-%D0%A0%D1%83%D0%BC%D0%B1%D0%B0
Вёрингсфоссен;"Вёрингсфоссен (норв. Vøringsfossen) — водопад в Норвегии.
Водопад Вёрингсфоссен находится на реке Бьорейу в коммуне Эйдфьорд в фюльке Вестланд. Его общая высота — 182 метра, высота свободного падения воды — 145 метров.
Уровень воды в реке регулируется в соответствии с потребностями электростанций, но есть требования для минимального расхода воды 12 м³ воды в секунду в течение летнего сезона.";https://ru.wikipedia.org/wiki/%D0%92%D1%91%D1%80%D0%B8%D0%BD%D0%B3%D1%81%D1%84%D0%BE%D1%81%D1%81%D0%B5%D0%BD
Вернал (водопад);Вернал (англ. Vernal Fall) — большой водопад на реке Мерсед в нижней части водопада Невада в национальном парке Йосемити, США. Высота водопада составляет 96,62 метра.;https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%80%D0%BD%D0%B0%D0%BB_(%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4)
Веттисфоссен;"Ве́ттисфоссен (норв. Vettisfossen) — водопад на реке Моркаэлви (Фоссэлви). Расположен на западе Норвегии в фюльке Согн-ог-Фьюране. Высота свободного падения воды — 275 м (возможно, является самым высоким по высоте свободного беспрепятственного падения воды нерегулируемым круглогодичным водопадом в мире).
Круглогодично не замерзает. В 1924 году объявлен охраняемым.В Норвегии только круглогодичные водопады Мардалсфоссен и Рингедалсфоссен имеют бо́льшую высоту свободного падения, но на них построены ГЭС.";https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%82%D1%82%D0%B8%D1%81%D1%84%D0%BE%D1%81%D1%81%D0%B5%D0%BD
Виктория (водопад);"Викто́рия (англ. Victoria) — водопад на реке Замбези в Южной Африке. Расположен на границе Замбии и Зимбабве. Ширина водопада — примерно 1800 метров, высота — 120 метров. Виктория — единственный водопад в мире, одновременно имеющий более 100 метров в высоту и более километра в ширину. Расход воды от 1,4 до 14 тыс. м³/с. Четвертый в мире по ширине и один из крупнейших по расходу воды.
Шотландский исследователь-путешественник Дэвид Ливингстон, побывавший на водопаде в 1855 году, назвал его в честь королевы Виктории. На языке лози коренного населения этих мест водопад был известен как Моси-оа-Тунья (Mosi-oa-Tunya) — «гремящий дым».
Водопад Виктория является одной из главных достопримечательностей Южной Африки, относится к Всемирному наследию ЮНЕСКО. Находится на границе двух национальных парков — Моси-оа-Тунья в Замбии и Виктория-Фолс в Зимбабве.";https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%B8%D1%8F_(%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4)
Вилючинский водопад;"Вилючинский водопад — водопад в южной части полуострова Камчатка.
Находится к юго-западу от города Петропавловска-Камчатского до которого 39 км по прямой.
Расположен на северо-западном склоне вулкана Вилючинский. На склонах вулкана находятся ледники, из одного из них при таянии льда и фирны, в летнее время, берут своё начало воды, которые образуют небольшой ручей, и ниже по течению у подножия вулкана падают с высоты 40 метров, после чего скрываются в снежнике.";https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%BB%D1%8E%D1%87%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4
Виннуфоссен;Виннуфоссен (норв. Vinnufossen) — водопад в Норвегии, самый высокий в Европе и шестой по высоте в мире.Водопад находится восточнее села Сунндалсёра, что в коммуне Сунндал в фюльке Мёре-ог-Ромсдал. Общая высота водопада составляет, в зависимости от методики измерений, от 420 до 860 метров. У водопада несколько уровней, наибольшая высота свободного падения воды — 420 метров. Находится на реке Винну.;https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%BD%D0%BD%D1%83%D1%84%D0%BE%D1%81%D1%81%D0%B5%D0%BD
Водопад на реке Чаваньга;"Водопа́д на реке́ Ча́ваньга — гидрологический памятник природы. Расположен в 12 километрах от села Чаваньга, вверх по одноимённой реке, в 2,5 километрах ниже точки впадения реки Малая Чаваньга.
Придать статус охраняемой территории было предложено ещё в 1979 году; 15 января 1986 года Мурманским облисполкомом приказом номер 24 водопад получил статус регионального памятника природы. Кроме самого, состоящего из трёх каскадов водопада, охране подлежат прибрежные территории обоих берегов реки шириной 500 метров на расстоянии 1 километр (общей площадью 1 км²).
На охраняемых землях запрещена любые промышленные работы, вырубка леса и любая деятельность, приводящая к загрязнению и нарушению сохранности памятника.
Водопад состоит из трёх каскадов, растянутых на расстояние километра, высотой 2, 3 и 4,5 метров. Уступы водопада сложены живописными комплексами гранитных и гранитно-гнейсовых пород, обветренных до разнообразных причудливых форм. Растительность в окрестностях водопада относится к таёжной зоне с многочисленными небольшими озёрами, заболоченными участками рек и покрытыми лесом сопками. В водах Чаваньги в этом месте водятся сиг, хариус и кумжа.";https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4_%D0%BD%D0%B0_%D1%80%D0%B5%D0%BA%D0%B5_%D0%A7%D0%B0%D0%B2%D0%B0%D0%BD%D1%8C%D0%B3%D0%B0
Водопад на реке Чапома;Водопа́д на реке́ Чапо́ма — региональный гидрологический памятник природы на Кольском полуострове, в Мурманской области России. Крупнейший водопад области.;https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4_%D0%BD%D0%B0_%D1%80%D0%B5%D0%BA%D0%B5_%D0%A7%D0%B0%D0%BF%D0%BE%D0%BC%D0%B0
Водопады Даннс-Ривер;"Водопады Даннс-Ривер (англ. Dunn's River Falls) расположены около города Очо-Риос на Ямайке. Являются одним из главных туристических мест страны. Входят в состав природного парка Dunn’s River Falls & Park.
Высота водопадов — около 180 м; вода низвергается по многочисленным уступам и стекает прямо в Карибское море. Среди туристов популярно восхождение по уступам, значительно облегчённое их формой и помощью гидов природного парка.";https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4%D1%8B_%D0%94%D0%B0%D0%BD%D0%BD%D1%81-%D0%A0%D0%B8%D0%B2%D0%B5%D1%80
Водопады Ливингстона;Водопа́ды Ли́вингстона (фр. Chutes de Livingstone) — группа водопадов, порогов и стремнин в нижнем течении реки Конго в западной экваториальной Африке, на границе Демократической Республики Конго и Республики Конго. Названные по имени шотландского исследователя Африки Д. Ливингстона, водопады представляют собой порожистый участок реки, протяжённостью 350 км с общим падением 270 м. Средний расход воды на этом участке составляет около 42 000 м³/сек, по этому параметру уступая только Амазонке.;https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4%D1%8B_%D0%9B%D0%B8%D0%B2%D0%B8%D0%BD%D0%B3%D1%81%D1%82%D0%BE%D0%BD%D0%B0
Водопады на реке Кынгарга;"Водопады на реке Кынгарга — группа водопадов, расположенных в мраморном каньоне реки Кынгарга в Тункинском районе Бурятии. Длина Кынгарги от истоков до устья — более 27 км. Всего в каскаде насчитывается 12 водопадов (по другим данным около 20).
Каньон расположен в непосредственной близости от поселка Аршан, по левому берегу реки идет набитая тропа от поселка до первого водопада (высотой 6 м). Второй водопад состоит из нескольких ступеней, наибольшая из которых около 3 м. Самый большой водопад имеет высоту около 10 м (согласно табличке у первого водопада).
Водопады являются одним из основных объектов посещения туристами, отдыхающих в курортах Аршана.";https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4%D1%8B_%D0%BD%D0%B0_%D1%80%D0%B5%D0%BA%D0%B5_%D0%9A%D1%8B%D0%BD%D0%B3%D0%B0%D1%80%D0%B3%D0%B0
Водопады Ридо;"Водопады Ридо, англ. Rideau Falls — два водопада в г. Оттава, Канада. Расположены в месте впадения реки Ридо в реку Оттава. Между двумя водопадами находится Зелёный остров (Green Island), к югу от которого расположена старая городская ратуша. К западу от водопадов расположена штаб-квартира Национального исследовательского совета, а к востоку — здание бывшего музея «Павильон Канады и мира» и Посольство Франции.
Название водопадам дал Самуэль де Шамплен в 1613 году, для которого вид падающей воды напоминал занавес, фр. rideau. Позднее в честь водопадов получили название река Ридо, а в честь неё — многие другие объекты в Оттаве. Одной из целью сооружения канала Ридо было создание обходной дороги для лодок, так как проход через водопады Ридо и водопады Хогс-Бэк был невозможен.";https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4%D1%8B_%D0%A0%D0%B8%D0%B4%D0%BE
Водопады ручья Руфабго;Водопады ручья Большой Руфабго — каскад водопадов в Майкопском районе Адыгеи, в 2 км от поселка Каменномостский, выше по течению реки Белая.;https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4%D1%8B_%D1%80%D1%83%D1%87%D1%8C%D1%8F_%D0%A0%D1%83%D1%84%D0%B0%D0%B1%D0%B3%D0%BE
Воеводин (водопад);"Водопад Воеводин (укр. Воєводин) — украинский гидрологический памятник природы местного значения. Находится на ручье Воеводин (Государственный заказник «Соколовы скелы») в 12 км от села Турья Поляна Перечинского района Закарпатской области. Имеет научное, эстетическое и рекреационное значение.
Ручей Воеводин берёт начало на горе Полонина-Руна (1497 м), течёт в глубоком ущелье и впадает в реку Шипот.
Предположительно, образовался вследствие землетрясения, во время которого в горных породах поперёк узкой долины возникла трещина.";https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%B5%D0%B2%D0%BE%D0%B4%D0%B8%D0%BD_(%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4)
Выр (водопад);"Выр (укр. Вир) — водопад на реке Горный Тикич в Маньковском районе Черкасской области Украины, вблизи села Буки. Высота водопада — 2 метра. Водопад расположен в месте протекания реки Горный Тикич через выходы гранитов.
Водопад имеет искусственное происхождение. Он являлся частью гидротехнических сооружений расположенной поблизости Букской ГЭС, одной из первых на Украине малых ГЭС, строения которой частично сохранились до наших дней.
Ниже по течению от водопада начинается Букский каньон.
В 1972 году водопад Выр получил статус гидрологического памятника природы местного значения.";https://ru.wikipedia.org/wiki/%D0%92%D1%8B%D1%80_(%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4)
Гавизед;"Гавизед (осет. Гӕвизед) — водопад в России, в Северной Осетии, в долине реки Гавизед, на территории ФГБУ ""Национальный парк «Алания». Водопад — двухкаскадный. Высота нижнего каскада — 8-9 м, верхнего — 13-15 м.
Водопад образован на левом притоке р. Харесидон — реке Гавизед, истоки которой находятся в Суганском хребте, в каменных глетчерах. Верхний каскад просматривается не полностью, частично перекрывается скалами. Его сток зависит от температуры воздуха. Наибольший сток приходится на весну-лето.
На скалах возле водопада встречаются травянистые виды — литофиты: камнеломка можжевелолистная, скальный папоротник асплениум зеленый. У подножия вблизи водопада отмечены кустарники: черемуха, смородины: золотистая и Биберштейна, крыжовник отклоненный.";https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B2%D0%B8%D0%B7%D0%B5%D0%B4
Гадельша;"Гадельша (башк. Ғәҙелша) — водопад на Южном Урале, расположенный в пределах Республики Башкортостан (Россия). Находится в верховьях реки Худолаз, которая протекает в отрогах горного хребта Ирендык. Общая высота водопада превышает 15 м, по этому показателю Гадельша признан самым высоким водопадом Башкортостана.
17 августа 1965 года объявлен гидрологическим памятником природы. Принадлежит к популярным туристическим объектам. Известен также под местными названиями Туяляс, Туялас, Туаляс и Ибрагимовский водопад. Первые три варианта происходят от башкирского названия реки Худолаз.";https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B4%D0%B5%D0%BB%D1%8C%D1%88%D0%B0
Галдоридон;Галдоридон (осет. Галдоридон) — пятикаскадный водопад высотой около 35 метров на реке Галдоридон в Хареском ущелье Ирафского района Республики Северная Осетия — Алания.;https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BB%D0%B4%D0%BE%D1%80%D0%B8%D0%B4%D0%BE%D0%BD
Гандек;"Хандек (устар. передача Гандек; нем. Handeck, Handeckfall, Handegfall) — водопад на Аре, в кантоне Берн, в узком ущелье, один из красивейших в Швейцарии и самых известных водопадов Альп.
Высота водопада составляет 46 метров. Часто служил объектом пейзажа для художников; одна из самых известных картин, изображающих его, написана швейцарским художником Александром Каламом.
Недалеко от Хандека находится 70-метровый подвесной мост над каньоном реки Аре, позволяющий с него осматривать водопад с высоты.";https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BD%D0%B4%D0%B5%D0%BA
Гегский водопад;Ге́гский водопа́д (он же Черкесский водопад) — водопад в Абхазии высотой около 70 метров (по другим данным 50—55 м). Расположен в северных отрогах Гагрского хребта на высоте 530 метров над уровнем моря, в борту долины реки Гега, в шести километрах от места её слияния с рекой Юпшара.;https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%B3%D1%81%D0%BA%D0%B8%D0%B9_%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4
Гедмыш (водопад);Гедмыш (кабард.-черк. Джэдмышх — «трава, не поедаемая курами (фазанами)», — водопад в Зольском районе Кабардино-Балкарской Республики, Россия.;https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%B4%D0%BC%D1%8B%D1%88_(%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4)
Гейзер (водопад);"Гейзер — водопад, расположенный в Крыму на реке Алака. Крупнейший в каскаде водопадов на ней. Находится в 9 км на северо-восток от Алушты, неподалёку от посёлка Сатера.
Над Гейзером на Алаке находится ещё один водопад — Джурла.";https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%B9%D0%B7%D0%B5%D1%80_(%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4)
Герсоппа;"Герсо́ппа (Йог) — водопад в Индии, в южной части гор Западные Гаты, расположенный на реке Шаравати (в 40 км от её устья).
Герсоппа представляет собой систему из четырёх каскадов общей высотой 255 м. Входит в двадцатку самых высоких водопадов мира. На месте водопада идёт строительство двух гидроэлектростанций, проектная мощность которых составляет 891 МВт.";https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D1%80%D1%81%D0%BE%D0%BF%D0%BF%D0%B0
Глимюр;"Глимюр (исл. Glymur) — второй по высоте водопад в Исландии (Вестюрланд), общая высота которого составляет 196 м. С края глубокого и короткого каньона полностью водопад рассмотреть невозможно. Единственный способ сделать это — пробраться вверх по реке в каньон, однако это опасно и не рекомендуется.
Водопад расположен в задней части Хваль-фьорда. Со времён сооружения под этим фьордом тоннеля Хвальфьярдаргёйнг это место стало малопосещаемым. Однако это красивое место с вулканами и березовыми рощами.
Глимюр расположен возле вулкана-туйи Хвальфедль, образовавшегося результате подлёдного извержения во время последнего ледникового периода. Водопад образует река Ботнсау, которая вытекает из озера Хвальватн. Вода падает в каньон, покрытый зеленым мхом. До водопада можно добраться от Ботнсау, небольшой деревни, названной в честь реки. От Ботнсау к верхней кромке каньона можно пройти по маркированной дорожке 350-метровой длины. С южного берега Ботнсау водопад виден лучше, однако этот маршрут более напряжённый и опасный.";https://ru.wikipedia.org/wiki/%D0%93%D0%BB%D0%B8%D0%BC%D1%8E%D1%80
Годафосс;"Годафосс (исл. Goðafoss — «водопад Бога») — один из самых известных водопадов Исландии, в регионе Нордюрланд-Эйстра. Находится на севере острова недалеко от Акюрейри, на реке Скьяульвандафльоут.

Водопад всего 12 м высоты, но один из самых посещаемых туристами водопадов Исландии. Его ширина — около 30 м.
Водопад известен также тем, что в 999—1000 годах при принятии христианства жителями в водопад были сброшены языческие идолы. Отсюда и название водопада от исл. Goð — «Бог».";https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D0%B4%D0%B0%D1%84%D0%BE%D1%81%D1%81
Гокта;Гокта — это один из самых высоких водопадов на Земле. Он находится в перуанской провинции Бонгара, примерно в 20 км на север от Чачапояса, административного центра региона Амасонас. Его высота составляет 771 м. Объём воды очень сильно колеблется в зависимости от количества выпавших в его маленьком, скалистом бассейне осадков, расположенном на высоте от 2500 до 3000 м над уровнем моря. Своё название водопад получил по названию близлежащей деревни. В нескольких километрах к северу расположен водопад Юмбилла, высотой почти 900 м, но только в сезон дождей.;https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D0%BA%D1%82%D0%B0
Водопад Головкинского;"Водопад Головкинского (укр. Водоспад Головкінського) — водопад в Крыму на реке Узень-Баш, в ущелье Яман-Дере высотой 12 м, которая берёт начало на северных склонах Бабуган-яйлы.
Включает каскад водопадов, состоящей из восьми естественных террас-уступов. Исследован и описан в 1893 году учёным-гидрогеологом Н. А. Головкинским, работавшим в Крыму. Самый значительный, ниже каскадов, 12-метровый водопад назван в честь учёного.";https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4_%D0%93%D0%BE%D0%BB%D0%BE%D0%B2%D0%BA%D0%B8%D0%BD%D1%81%D0%BA%D0%BE%D0%B3%D0%BE
Готьо;"Готьо (фр. Gauthiot) — водопады в Чаде, одно из чудес природы страны.
Они находятся примерно на середине русла реки Майо-Кеби в южной части страны.
Водопады составляют невысокий каскад; вместе они достигают высоты около 17 метров.
Майо-Кеби берёт начало ответвляясь от Логоне. Речная эрозия вызывает разрушение пород и постепенную миграцию местоположения водопадов вверх по течению. Геологи предполагают, что если ничего не предпринимать, через несколько тысяч лет водопады Готьо дойдут до Логоне и заберут всю воду. Таким образом Логоне перестанет наполнять озеро Чад, и оно обмелеет из-за потери водоснабжения.";https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%82%D1%8C%D0%BE
Гуайра (водопад);Гуайра (исп. Saltos del Guairá, порт. Salto de Sete Quedas) — бывший каскад водопадов на реке Парана на границе между Бразилией и Парагваем.;https://ru.wikipedia.org/wiki/%D0%93%D1%83%D0%B0%D0%B9%D1%80%D0%B0_(%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4)
Гуина (водопад);"Гуина (фр. Chutes de Gouina) — водопад на реке Сенегал в западной части Мали. Располагается в верхнем течении Сенегала между городами Бафулабе и Бакель, юго-западнее административного центра области Каес.
Участок реки у водопада отличается быстрым течением и находится на высоте 67 м над уровнем моря. Высота падения воды — 14 м. Ниже водопада река усеяна скалами, часть которых увенчана группами деревьев.";https://ru.wikipedia.org/wiki/%D0%93%D1%83%D0%B8%D0%BD%D0%B0_(%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4)
Гуркало;"Гу́ркало (укр. Гу́ркало) — водопад в Сколевском районе Львовской области Украины. Расположен в 3 км на юго-запад от села Корчин на реке Большая Речка, правом притоке реки Стрый в месте прорыва палеогеновых песчаников. Высота водопада — 5 метров.
Водопад Гуркало расположен на территории Национального природного парка «Сколевские Бескиды» и является гидрологическим памятником природы.";https://ru.wikipedia.org/wiki/%D0%93%D1%83%D1%80%D0%BA%D0%B0%D0%BB%D0%BE
Гюдльфосс;"Гюдльфосс (исл. Gullfoss — «золотой водопад», gull — золото; foss — водопад) — водопад в Исландии, в регионе Сюдюрланд.
Водопад Гюдльфосс находится на реке Хвитау, в долине Хёйкадалюр, на юге Исландии. Объём воды, проходящей через Гюдльфосс, в среднем составляет 109 м³/сек и повышается летом до 130 м³/сек. При больших паводках эта цифра многократно увеличивается (так, наибольший проток зарегистрирован в 2000 м³/сек).
Глубина водопада до места падения воды в долине составляет около 70 метров. Сам Гюдльфосс состоит из двух ступеней — 21 метра и 11 метров высотой, повёрнутых друг к другу под углом в 90°.
В 1920 и 1977 годах были предприняты попытки построить на месте водопада гидроэлектростанцию, что привело бы к разрушению водопада. В течение этого времени территория водопада была арендована Тоумасом Тоумассоном (исл. Tómas Tómasson) и Хадльдоуром Хадльдоурссоном (исл. Halldór Halldórsson) для иностранных инвесторов. Однако попытки инвесторов построить здесь гидроэлектростанцию не увенчались успехом, отчасти из-за нехватки денег и впоследствии водопад был продан правительству Исландии. Но даже после продажи, существовали планы по строительству гидроэлектростанции на реке Хвитау, однако водопад и по сей день находится под надёжной защитой. Сигридюр Тоумасдоуттир (исл. Sigríður Tómasdóttir), дочь Тоумаса Тоумассона (исл. Tómas Tómasson), полная решимости сохранить водопад в целости и сохранности от исчезновения, грозилась броситься с водопада вниз. Несмотря на то, что многие считают данный рассказ о Сигридюр очень интересным, а в некоторых местах он даже очень популярен, он не является правдивым. Каменный памятник Сигридюр, изображенный в профиль, расположен на вершине водопада.
Считается одним из самых красивых мест Исландии и является самым посещаемым туристами.";https://ru.wikipedia.org/wiki/%D0%93%D1%8E%D0%B4%D0%BB%D1%8C%D1%84%D0%BE%D1%81%D1%81
Дабатский водопад;"Дабатский водопад — водопад на реке Дабата, левом притоке реки Тиссы, впадающей в Оку, в Окинском районе республики Бурятия. Находится в 25 километрах от поселка Орлик.
Водопад каскадный, двухступенчатый, находится в 2—3 км от устья р. Дабата и формируется на отвесных уступах Окинского плоскогорья.
Максимальная высота свободного падения воды — 84 (85) метра. Общая высота водопада 1200 м.
Дабатский водопад хорошо виден с места впадения Дабата в Тиссу.";https://ru.wikipedia.org/wiki/%D0%94%D0%B0%D0%B1%D0%B0%D1%82%D1%81%D0%BA%D0%B8%D0%B9_%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4
Девичьи Косы;Девичьи Косы (карач.-балк. Чыранбаши-суу) — водопад в верховьях Баксанского ущелья, расположенный на левом притоке реки Гарабаши — Чыранбаши-су, на высоте около 2800 метров над уровнем моря.;https://ru.wikipedia.org/wiki/%D0%94%D0%B5%D0%B2%D0%B8%D1%87%D1%8C%D0%B8_%D0%9A%D0%BE%D1%81%D1%8B
Дёда-Фаллет;Дёда-Фаллет (швед. Döda Fallet, «мёртвый водопад») — бывший водопад на реке Индальсэльвен, пересохший в 1796 году в результате изменения русла реки. Расположен в шведской провинции Емтланд, примерно в 10 километрах юго-востоку от города Хаммарстранд, рядом с шоссе 87.;https://ru.wikipedia.org/wiki/%D0%94%D1%91%D0%B4%D0%B0-%D0%A4%D0%B0%D0%BB%D0%BB%D0%B5%D1%82
Деттифосс;"Де́ттифосс (исл. Dettifoss [ˈtɛhtɪfɔs]) — водопад на реке Йёкюльсау-ау-Фьёдлюм в северо-восточной Исландии, на территории национального парка Йёкюльсаургльювюр. Считается самым мощным водопадом Европы.
Находится в одном км ниже по течению от водопада Сельфосс и 2 км выше по течению от водопада Хафрагильсфосс (исл. Hafragilsfoss).
Ширина Деттифосса — около 100 м, высота — 44 м (на 9 м меньше Ниагарского водопада), средний расход воды — 193 м³/сек, во время паводков — до 600 м³/сек.
Водопад показан в фильме Ридли Скотта «Прометей» в одной из главных сцен.";https://ru.wikipedia.org/wiki/%D0%94%D0%B5%D1%82%D1%82%D0%B8%D1%84%D0%BE%D1%81%D1%81
Джермукский водопад;"Джермукский водопад (арм. Ջերմուկի ջրվեժ) — второй по высоте водопад Армении, уступающий Касахскому водопаду. Высота водопада составляет 68 метров, расположен в марзе Вайоц-Дзор.
На территории Армянского нагорья, в особенности в кавказской его части, насчитывается несколько сотен подобных источников. Нередко это целые комплексы, и один из них — Джермукский, расположенный на абсолютных высотах 1700—2200 метров.
Из различных источников джермукского водопада производят высококачественную минеральную воду Джермук.";https://ru.wikipedia.org/wiki/%D0%94%D0%B6%D0%B5%D1%80%D0%BC%D1%83%D0%BA%D1%81%D0%BA%D0%B8%D0%B9_%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4
